"Story","Title","Result","Date","Stability","Duration (s)"
"Create shipment ordered by phone","Create a new shipment based on minimal required information","PENDING","2017-01-09T08:21:49.089Z","0.0","0.15"
"Search for shipments by customer","Display a message if the search string does not match any case","PENDING","2017-01-09T08:21:49.872Z","0.0","0.05"
"Show list of tasks for current user","Display a message if there is no task assigned to current user","PENDING","2017-01-09T08:21:49.512Z","0.0","0.03"
"Show list of tasks for current user","List all tasks assigned to current user","PENDING","2017-01-09T08:21:49.458Z","0.0","0.05"
"Show current shipments","List open shipments with 1 shipment","SUCCESS","2017-01-09T08:22:02.300Z","0.0","8.18"
"Show current shipments","List open shipments with 5 shipments","PENDING","2017-01-09T08:21:49.965Z","0.0","0.03"
"Show current shipments","List open shipments without shipments","SUCCESS","2017-01-09T08:21:49.999Z","0.0","12.3"
"Search for shipments by customer","Search for shipments by exact customer name","PENDING","2017-01-09T08:21:49.802Z","0.0","0.03"
"Search for shipments by customer","Search for shipments by substrings of customer name","PENDING","2017-01-09T08:21:49.833Z","0.0","0.04"
"Show details of a shipment","Show the details of a shipment","PENDING","2017-01-09T08:21:49.574Z","0.0","0.2"
